Date,Address,Species,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,year,month,week,day,PrecipTotal_1dayb,PrecipTotal_2dayb,PrecipTotal_3dayb,PrecipTotal_4dayb,PrecipTotal_5dayb,PrecipTotal_6dayb,PrecipTotal_7dayb,DewPoint_1dayb,DewPoint_2dayb,DewPoint_3dayb,DewPoint_4dayb,DewPoint_5dayb,DewPoint_6dayb,DewPoint_7dayb,Tavg_1dayb,Tavg_2dayb,Tavg_3dayb,Tavg_4dayb,Tavg_5dayb,Tavg_6dayb,Tavg_7dayb,WetBulb_1dayb,WetBulb_2dayb,WetBulb_3dayb,WetBulb_4dayb,WetBulb_5dayb,WetBulb_6dayb,WetBulb_7dayb
2007-05-29,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,8,1,0,2,88,65,77,10,59,66,0,12,421,1917,BR HZ,0,0,0.0,0.0,29.44,30.09,5.8,16,7.4,2007,5,22,29,0.0,0.08,0.28,0.09,0.0,0.0,0.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,65.0,67.0,60.0,62.0,77.0,78.0,74.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0
2007-05-29,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T086,41.688324,-87.676709,8,1,0,2,88,65,77,10,59,66,0,12,421,1917,BR HZ,0,0,0.0,0.0,29.44,30.09,5.8,16,7.4,2007,5,22,29,0.0,0.08,0.28,0.09,0.0,0.0,0.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,65.0,67.0,60.0,62.0,77.0,78.0,74.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0
2007-05-29,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX RESTUANS,T091,41.862292,-87.64886,8,1,0,2,88,65,77,10,59,66,0,12,421,1917,BR HZ,0,0,0.0,0.0,29.44,30.09,5.8,16,7.4,2007,5,22,29,0.0,0.08,0.28,0.09,0.0,0.0,0.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,65.0,67.0,60.0,62.0,77.0,78.0,74.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0
2007-05-29,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T094,41.720848,-87.666014,9,3,0,2,88,65,77,10,59,66,0,12,421,1917,BR HZ,0,0,0.0,0.0,29.44,30.09,5.8,16,7.4,2007,5,22,29,0.0,0.08,0.28,0.09,0.0,0.0,0.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,65.0,67.0,60.0,62.0,77.0,78.0,74.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0
2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T096,41.731922,-87.677512,8,5,0,2,88,65,77,10,59,66,0,12,421,1917,BR HZ,0,0,0.0,0.0,29.44,30.09,5.8,16,7.4,2007,5,22,29,0.0,0.08,0.28,0.09,0.0,0.0,0.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,65.0,67.0,60.0,62.0,77.0,78.0,74.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0
2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,T096,41.731922,-87.677512,8,1,0,2,88,65,77,10,59,66,0,12,421,1917,BR HZ,0,0,0.0,0.0,29.44,30.09,5.8,16,7.4,2007,5,22,29,0.0,0.08,0.28,0.09,0.0,0.0,0.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,65.0,67.0,60.0,62.0,77.0,78.0,74.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0
2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,5,1,0,2,88,65,77,10,59,66,0,12,421,1917,BR HZ,0,0,0.0,0.0,29.44,30.09,5.8,16,7.4,2007,5,22,29,0.0,0.08,0.28,0.09,0.0,0.0,0.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,65.0,67.0,60.0,62.0,77.0,78.0,74.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0
2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,T129,41.891126,-87.61156,5,2,0,2,88,65,77,10,59,66,0,12,421,1917,BR HZ,0,0,0.0,0.0,29.44,30.09,5.8,16,7.4,2007,5,22,29,0.0,0.08,0.28,0.09,0.0,0.0,0.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,65.0,67.0,60.0,62.0,77.0,78.0,74.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0
2007-05-29,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,8,1,0,1,88,60,74,10,58,65,0,9,421,1917,BR HZ,0,0,0.0,0.0,29.39,30.11,5.8,18,6.5,2007,5,22,29,0.0,0.04,1.01,0.0,0.02,0.0,0.0,47.0,47.0,55.0,44.0,54.0,49.0,46.0,65.0,66.0,57.0,63.0,76.0,75.0,71.0,56.0,56.0,56.0,53.0,63.0,61.0,58.0
2007-05-29,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999997,8,1,0,1,88,60,74,10,58,65,0,9,421,1917,BR HZ,0,0,0.0,0.0,29.39,30.11,5.8,18,6.5,2007,5,22,29,0.0,0.04,1.01,0.0,0.02,0.0,0.0,47.0,47.0,55.0,44.0,54.0,49.0,46.0,65.0,66.0,57.0,63.0,76.0,75.0,71.0,56.0,56.0,56.0,53.0,63.0,61.0,58.0
2007-05-29,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,T153,41.907645,-87.760886,8,1,0,2,88,65,77,10,59,66,0,12,421,1917,BR HZ,0,0,0.0,0.0,29.44,30.09,5.8,16,7.4,2007,5,22,29,0.0,0.08,0.28,0.09,0.0,0.0,0.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,65.0,67.0,60.0,62.0,77.0,78.0,74.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0
2007-05-29,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,T159,41.732984,-87.649642,8,1,0,2,88,65,77,10,59,66,0,12,421,1917,BR HZ,0,0,0.0,0.0,29.44,30.09,5.8,16,7.4,2007,5,22,29,0.0,0.08,0.28,0.09,0.0,0.0,0.0,49.0,49.0,55.0,46.0,53.0,48.0,44.0,65.0,67.0,60.0,62.0,77.0,78.0,74.0,57.0,57.0,57.0,53.0,63.0,61.0,58.0
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,9,3,0,1,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,23,5,0.39,0.01,0.04,0.19,0.01,0.0,0.0,58.0,60.0,63.0,63.0,61.0,58.0,58.0,65.0,70.0,73.0,74.0,72.0,77.0,74.0,60.0,63.0,67.0,66.0,65.0,65.0,65.0
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T002,41.95469,-87.800991,9,5,0,1,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,23,5,0.39,0.01,0.04,0.19,0.01,0.0,0.0,58.0,60.0,63.0,63.0,61.0,58.0,58.0,65.0,70.0,73.0,74.0,72.0,77.0,74.0,60.0,63.0,67.0,66.0,65.0,65.0,65.0
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,T002,41.95469,-87.800991,9,1,0,1,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,23,5,0.39,0.01,0.04,0.19,0.01,0.0,0.0,58.0,60.0,63.0,63.0,61.0,58.0,58.0,65.0,70.0,73.0,74.0,72.0,77.0,74.0,60.0,63.0,67.0,66.0,65.0,65.0,65.0
2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,8,1,0,1,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,23,5,0.39,0.01,0.04,0.19,0.01,0.0,0.0,58.0,60.0,63.0,63.0,61.0,58.0,58.0,65.0,70.0,73.0,74.0,72.0,77.0,74.0,60.0,63.0,67.0,66.0,65.0,65.0,65.0
2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,T015,41.974089,-87.824812,8,2,0,1,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,23,5,0.39,0.01,0.04,0.19,0.01,0.0,0.0,58.0,60.0,63.0,63.0,61.0,58.0,58.0,65.0,70.0,73.0,74.0,72.0,77.0,74.0,60.0,63.0,67.0,66.0,65.0,65.0,65.0
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,8,1,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,T045,41.9216,-87.666455,8,2,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,T045,41.9216,-87.666455,8,1,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,T046,41.891118,-87.65449100000002,8,1,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,8,1,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,T048,41.867108,-87.654224,8,1,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,T048,41.867108,-87.654224,8,2,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,T049,41.896282,-87.655232,8,2,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,8,1,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,T050,41.919343,-87.694259,8,1,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,T054,41.921965,-87.632085,8,3,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T086,41.688324,-87.676709,8,4,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,9,2,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,8,1,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T096,41.731922,-87.677512,8,1,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,T096,41.731922,-87.677512,8,1,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,8,2,0,1,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,23,5,0.39,0.01,0.04,0.19,0.01,0.0,0.0,58.0,60.0,63.0,63.0,61.0,58.0,58.0,65.0,70.0,73.0,74.0,72.0,77.0,74.0,60.0,63.0,67.0,66.0,65.0,65.0,65.0
2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,T143,41.999129,-87.795585,8,9,0,1,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,23,5,0.39,0.01,0.04,0.19,0.01,0.0,0.0,58.0,60.0,63.0,63.0,61.0,58.0,58.0,65.0,70.0,73.0,74.0,72.0,77.0,74.0,60.0,63.0,67.0,66.0,65.0,65.0,65.0
2007-06-05,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,T153,41.907645,-87.760886,8,3,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,T159,41.732984,-87.649642,8,1,0,2,63,51,57,-9,47,52,8,0,417,1923,RA BR,0,0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,6,23,5,0.31,0.32,0.0,0.21,0.53,0.0,0.0,57.0,60.0,62.0,63.0,61.0,57.0,59.0,64.0,71.0,75.0,77.0,74.0,80.0,77.0,60.0,64.0,67.0,67.0,66.0,66.0,66.0
2007-06-05,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,T009,41.98196400000001,-87.812827,8,2,0,1,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,23,5,0.39,0.01,0.04,0.19,0.01,0.0,0.0,58.0,60.0,63.0,63.0,61.0,58.0,58.0,65.0,70.0,73.0,74.0,72.0,77.0,74.0,60.0,63.0,67.0,66.0,65.0,65.0,65.0
2007-06-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T011,41.944869,-87.832763,8,1,0,1,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,6,23,5,0.39,0.01,0.04,0.19,0.01,0.0,0.0,58.0,60.0,63.0,63.0,61.0,58.0,58.0,65.0,70.0,73.0,74.0,72.0,77.0,74.0,60.0,63.0,67.0,66.0,65.0,65.0,65.0
